Town,State/Province,Number,Latitude,Longitude,Date
Port Lavaca,TX,1,28.5,-96.7,10/17/2006
Canadian,TX,1,35.9,-100.4,10/17/2006
Alvarado,TX,1,32.4,-97.2,10/17/2006
Eagle Pass,TX,1,28.6,-100.3,10/17/2006
Eagle Pass,TX,1,28.6,-100.3,10/16/2006
Maverick County,TX,1,28.8,-100.4,10/16/2006
Radar Base,TX,1,28.9,-100.5,10/16/2006
Eagle Pass,TX,1,28.6,-100.3,10/16/2006
Buda,TX,1,30.1,-97.9,10/16/2006
Norman,OK,1,35.2,-97.5,10/16/2006
Del Rio,TX,1,29.9,-100.9,10/16/2006
Cotulla,TX,1,28.4,-99.1,10/16/2006
Del Rio,TX,1,29.9,-100.9,10/16/2006
Kingfisher,OK,1,35.9,-98,10/15/2006
Wimberley,TX,1,30.1,-98.1,10/15/2006
Uvalde,TX,1,29.3,-99.9,10/15/2006
Cypress Mill,TX,1,30.4,-98.3,10/15/2006
Austin,TX,1,30.2,-97.7,10/14/2006
Austin,TX,1,30.2,-97.7,10/14/2006
Port Lavaca,TX,1,28.7,-96.6,10/14/2006
Corpus Christi,TX,1,27.8,-97.4,10/14/2006
Rockport,TX,1,28.2,-97,10/14/2006
Leander,TX,1,29.8,-100.5,10/14/2006
Del Rio,TX,1,29.9,-100.9,10/14/2006
Corpus Christi,TX,1,27.8,-97.4,10/14/2006
Hudson Bend,TX,1,30.4,-97.9,10/14/2006
Oasis Ranch,TX,1,30.5,-101.8,10/14/2006
Cedar Park,TX,1,30.5,-97.8,10/14/2006
Tarpley,TX,1,29.6,-99.2,10/13/2006
Utley,TX,1,30.2,-97.4,10/13/2006
Tarpley,TX,1,29.6,-99.2,10/13/2006
Comal County,TX,1,29.8,-98.3,10/13/2006
Camp Wood,TX,1,29.7,-100,10/13/2006
Utopia,TX,1,29.6,-99.6,10/13/2006
Kingfisher,OK,1,35.9,-98,10/13/2006
Eden,TX,1,31.2,-99.9,10/13/2006
Concan,TX,1,29.5,-99.7,10/13/2006
Reagan Wells,TX,1,27.7,-97.4,10/13/2006
Camp Wood,TX,1,29.7,-100,10/13/2006
Fair Oaks Ranch,TX,1,29.7,-98.6,10/13/2006
Mineral Wells,TX,1,32.8,-98.1,10/13/2006
Uvalde,TX,1,29.3,-99.9,10/13/2006
Kendall Park,NJ,1,40.4,-74.6,10/13/2006
Fair Oaks Ranch,TX,1,29.7,-98.6,10/13/2006
Port Aransas,TX,1,27.9,-97.1,10/13/2006
Austin,TX,1,30.2,-97.7,10/13/2006
Boerne,TX,1,29.8,-98.8,10/13/2006
UTLEY,TX,1,30.2,-97.4,10/12/2006
Round Rock,TX,1,30.5,-97.7,10/12/2006
Balcones Canyonlands,TX,1,30.3,-97.8,10/12/2006
Canyon Lake,TX,1,29.9,-98.3,10/12/2006
San Antonio,TX,1,29.5,-98.5,10/12/2006
Kerrville,TX,1,30,-99.1,10/12/2006
Hunt,TX,1,30,-99.6,10/12/2006
Austin,TX,1,30.2,-97.7,10/12/2006
Edisto Island,SC,1,32.6,-80.3,10/12/2006
Georgetown,TX,1,30.6,-97.7,10/12/2006
Austin,TX,1,30.2,-97.7,10/12/2006
San Antonio,TX,1,29.5,-98.5,10/12/2006
Austin,TX,1,30.2,-97.7,10/12/2006
Mertzon,TX,1,31.3,-100.9,10/11/2006
Aworth,GA,1,34,-84.7,10/11/2006
Columbus,NC,1,35.2,-82.1,10/11/2006
Columbia,SC,1,34,-81,10/11/2006
Fredrick,OK,1,34.4,-99,10/11/2006
Wichita Falls,TX,1,34,-98.5,10/11/2006
Clarkesville,GA,1,34.7,-83.5,10/11/2006
Ciudad de AcuÒa,COA,1,29,-101,10/11/2006
Bellows Falls,VT,1,43.2,-72.5,10/10/2006
North Beach,NJ,1,39.6,-74.2,10/10/2006
Dover,DE,1,38.5,-75,10/10/2006
Mansfield / Grand Prairie,TX,1,32.6,-97.1,10/9/2006
Tulsa,OK,1,36.1,-96,10/9/2006
Flower Mound,TX,1,33,-97.1,10/9/2006
North Beach,NJ,1,39.6,-74.2,10/9/2006
Dallas,TX,1,32.8,-96.8,10/9/2006
Oklahoma City,OK,1,35.4,-97.5,10/9/2006
Abilene,TX,1,32.5,-99.7,10/9/2006
Killeen,TX,1,31.1,-97.7,10/9/2006
Bronte,TX,1,31.9,-100.3,10/9/2006
Kingfisher,OK,1,35.9,-98,10/8/2006
Oklahoma City,OK,1,35.4,-97.5,10/8/2006
Norman,OK,1,35.2,-97.5,10/8/2006
Graford,TX,1,32.9,-98.3,10/8/2006
Cleburne,TX,1,32.3,-97.5,10/8/2006
Beckley,WV,1,37.8,-81.2,10/8/2006
Wichita Falls,TX,1,34,-98.5,10/8/2006
St. Mark's NWR,FL,1,30.1,-84.2,10/8/2006
Ft Griffin State Park,TX,1,32.9,-99.2,10/7/2006
Boyd,TX,1,33.1,-97.6,10/7/2006
Metairie,LA,1,30,-90.2,10/7/2006
Hays,KS,1,38.8,-99.3,10/7/2006
Wilmot,AR,1,33.1,-91.6,10/7/2006
Denton,TX,1,33.2,-97.1,10/7/2006
St.Louis,MO,1,38.6,-90.4,10/7/2006
Tyndal AFB,FL,1,30.1,-85.6,10/6/2006
Irving,TX,1,32.9,-97,10/6/2006
Lawrence,KS,1,39,-95.2,10/6/2006
Midland,TX,1,32,-102.1,10/6/2006
Irving,TX,1,32.9,-97,10/6/2006
Tiger,GA,1,34.8,-83.4,10/6/2006
South Berwick,ME,1,43.2,-70.8,10/5/2006
Block Island,RI,1,41.2,-71.6,10/5/2006
Bronte,TX,1,31.9,-100.3,10/5/2006
Port Lavaca,TX,1,28.5,-96.7,10/5/2006
Port Lavaca,TX,1,28.5,-96.7,10/5/2006
Murfreesboro,TN,1,35.9,-86.4,10/4/2006
Somerville,MA,1,42.4,-71.1,10/4/2006
Stratford,CT,1,41.2,-73.1,10/4/2006
Dallas,TX,1,32.8,-96.8,10/4/2006
Westbrook,CT,1,41.3,-72.5,10/4/2006
Middlesboro,KY,1,36.6,-83.7,10/3/2006
Crown Point,NY,1,44,-73.4,10/3/2006
Staten Island,NY,1,40.6,-74.1,10/3/2006
MASHPEE,MA,1,41.6,-70.5,10/3/2006
Hanson,MA,1,42.1,-70.9,10/3/2006
Randall's Island,NY,1,40.8,-73.9,10/3/2006
Pottawatomie County,OK,1,35.2,-97,10/3/2006
Panama City,FL,1,30.2,-85.6,10/3/2006
Cub Run,KY,1,37.3,-86.1,10/3/2006
Chincoteague National Wildlife Refu,VA,1,37.9,-75.3,10/2/2006
marblehead,MA,1,42.5,-70.9,10/2/2006
Fire Island,NY,1,40.7,-73.1,10/2/2006
Beach Haven,NJ,1,39.6,-74.2,10/2/2006
Ocean Beach,NY,1,40.7,-73.1,10/2/2006
Stone Harbor,NJ,1,39,-74.8,10/2/2006
"Saltaire, Fire Island",NY,1,40.8,-74,10/2/2006
Rappahannock River,VA,1,37.7,-76.3,10/2/2006
Medford,MA,1,42.4,-71.1,10/2/2006
Fire Island,NY,1,40.7,-73.3,10/2/2006
Montauk,NY,1,41,-71.9,10/2/2006
East Hampton,NY,1,41,-72.2,10/2/2006
Cotuit,MA,1,41.6,-70.4,10/2/2006
Long Beach,NY,1,40.6,-73.6,10/2/2006
Graham,TX,1,33.1,-98.6,10/2/2006
Memphis,TN,1,35,-89.9,10/1/2006
Richmond,KY,1,37.8,-84.3,10/1/2006
Glengary,WV,1,39.4,-78.2,10/1/2006
Dover,DE,1,39.1,-75.5,10/1/2006
old greenwich,CT,1,41,-73.6,10/1/2006
Varina,VA,1,37.5,-77.1,10/1/2006
Millville,NJ,1,39.3,-75,10/1/2006
"Graford, Possum Kingdom Lake Texas",TX,1,32.9,-98.3,10/1/2006
Columbia,KY,1,37.1,-85.2,10/1/2006
St Marys City,MD,1,39,-77.1,10/1/2006
Oconee County,SC,1,34.7,-83.1,10/1/2006
"Mooresville, NC",NC,1,41.9,-88.3,9/30/2006
Summit,AR,1,36.3,-92.7,9/30/2006
Hardin,KY,1,36.8,-88.2,9/30/2006
Dover,DE,1,39.1,-75.5,9/30/2006
Hardin,KY,1,36.8,-88.2,9/30/2006
Charlotte,NC,1,35.2,-80.8,9/30/2006
Oak Ridge,TN,1,36,-84.3,9/30/2006
Clemson,SC,1,34.7,-82.8,9/30/2006
Danielsville,GA,1,34.2,-83.3,9/30/2006
Simpsonville,SC,1,34.7,-82.3,9/30/2006
West Newbury,MA,1,42.8,-71,9/30/2006
Greensboro,NC,1,36.1,-79.8,9/30/2006
Center Moriches,NY,1,40.8,-72.8,9/30/2006
Long Branch,NJ,1,40.3,-74,9/30/2006
Nut Island,ON,1,44.1,-76.7,9/30/2006
Sulphur Rock,AR,1,35.7,-91.5,9/30/2006
Ogunquit,ME,1,43.2,-70.6,9/30/2006
Cabot,AR,1,34.9,-92,9/30/2006
Asheville,NC,1,35.6,-82.6,9/30/2006
Fort Worth,TX,1,32.8,-97.3,9/30/2006
Pottsville,AR,1,35.2,-93.1,9/29/2006
Acorn,AR,1,34.6,-94.2,9/29/2006
Cub Run,KY,1,37.3,-86.1,9/29/2006
Paducah,KY,1,37,-88.7,9/29/2006
MARIETTA,OH,1,39.4,-81.5,9/29/2006
Nashville,TN,1,36.2,-86.8,9/29/2006
Gibson Island,MD,1,38.9,-77.1,9/29/2006
Paducah,KY,1,37,-88.7,9/29/2006
Charlottesville,VA,1,38.1,-78.4,9/29/2006
Scottsburg,IN,1,38.7,-85.9,9/29/2006
Cape May,NJ,1,39,-74.9,9/28/2006
Dobbs Ferry,NY,1,41,-73.9,9/28/2006
Brookline,MA,1,42.3,-71.1,9/28/2006
Reston,VA,1,39,-77.3,9/28/2006
Concord,MA,1,42.5,-71.4,9/28/2006
Yellville,AR,1,36.2,-92.7,9/28/2006
Bedford,NH,1,42.9,-71.5,9/28/2006
saranac lake,NY,1,41.5,-74.4,9/28/2006
Saint Paul,AR,1,35.9,-93.7,9/28/2006
Bloomingdale,NJ,1,41,-74.3,9/28/2006
Norfork,AR,1,36.2,-92.3,9/28/2006
Woodbridge,CT,1,41.4,-73,9/28/2006
Canton,GA,1,34.2,-84.5,9/27/2006
Newton,NC,1,35.6,-81.3,9/27/2006
Little Neck,NY,1,40.8,-73.8,9/27/2006
new york,NY,1,40.7,-74,9/27/2006
Imperial,MO,1,38.4,-90.4,9/27/2006
Prouts Neck,ME,1,43.5,-70.3,9/27/2006
New York,NY,1,40.7,-74,9/27/2006
New York,NY,1,40.7,-74,9/27/2006
New York,NY,1,40.7,-74,9/27/2006
Toronto Islands,ON,1,43.6,-79.4,9/27/2006
Northampton,MA,1,42.3,-72.7,9/27/2006
Beverly,MA,1,42.6,-70.9,9/27/2006
Medford,MA,1,42.4,-71.1,9/27/2006
Villas (Miami Beach area),NJ,1,39,-75,9/27/2006
Union,MO,1,38.4,-91.1,9/27/2006
"Westport, Brier Island",NS,1,44.3,-66.4,9/27/2006
Lebanon,OH,1,39.4,-84.2,9/27/2006
New York,NY,1,40.8,-74,9/27/2006
Swannanoa,NC,1,35.6,-82.4,9/27/2006
Medford,MA,1,42.4,-71.1,9/27/2006
Terre Haute,IN,1,39.4,-87.4,9/26/2006
Ventnor,NJ,1,39.3,-74.5,9/26/2006
Cape May,NJ,1,39,-74.9,9/26/2006
Sunrise Beach,MO,1,38.2,-92.8,9/26/2006
Atlantic City,NJ,1,39.4,-74.4,9/26/2006
Margate,NJ,1,39.3,-74.5,9/26/2006
Allens Pond,MA,1,41.5,-71,9/26/2006
St. Peters,MO,1,38.8,-90.6,9/26/2006
Rob Roy,IN,1,40,-86.4,9/26/2006
Lawrence,KS,1,39,-95.2,9/26/2006
Gooseberry Neck,MA,1,41.5,-71,9/26/2006
Cape May,NJ,1,39,-74.9,9/26/2006
York,ME,1,43.2,-70.7,9/26/2006
Rowley,MA,1,42.7,-70.9,9/26/2006
Morristown,NJ,1,40.8,-74.5,9/26/2006
Overland Park,KS,1,38.9,-94.7,9/26/2006
Bar Harbor,ME,1,44.4,-68.3,9/26/2006
Bangor,PA,1,40.8,-75.2,9/25/2006
Beverly,MA,1,42.6,-70.9,9/25/2006
Westerly,RI,1,41.4,-71.8,9/25/2006
North Beach,NJ,1,39.6,-74.2,9/25/2006
Fire Island,NY,1,40.7,-73,9/25/2006
Baxter Springs,KS,1,37.1,-94.8,9/25/2006
Misquamicut,RI,1,41.3,-71.8,9/25/2006
Cape May,NJ,1,39,-74.9,9/25/2006
Kansas City,MO,1,39.1,-94.6,9/25/2006
Saint Thomas,MO,1,38.4,-92.2,9/25/2006
Assateague Island,VA,1,39.2,-77.3,9/25/2006
St. Peters,MO,1,38.8,-90.6,9/25/2006
Westhampton Beach,NY,1,40.8,-72.6,9/25/2006
Kansas City,MO,1,39.1,-94.6,9/25/2006
Montauk,NY,1,41,-71.9,9/25/2006
Pennsburg,PA,1,40.4,-75.5,9/25/2006
Madisonville,KY,1,37.3,-87.5,9/25/2006
Russellville,MO,1,38.5,-92.4,9/24/2006
East Corinth,VT,1,44.1,-72.2,9/24/2006
Manhattan,NY,1,40.8,-74,9/24/2006
Gloucester,MA,1,42.6,-70.7,9/24/2006
Plains,PA,1,41.3,-75.8,9/23/2006
Prairie City,IA,1,41.6,-93.3,9/23/2006
Woodbridge,NJ,1,40.6,-74.3,9/23/2006
Ashland,MO,1,38.8,-92.3,9/23/2006
Jay,NY,1,44.4,-73.7,9/23/2006
Cape May,NJ,1,39,-74.9,9/23/2006
clarkesville,GA,1,34.7,-83.5,9/23/2006
Springfield,VA,1,38.8,-77.2,9/23/2006
Prairie City,IA,1,41.6,-93.3,9/22/2006
Riverside Park,NY,1,40.8,-74,9/22/2006
Chimney Rock,NC,1,35.4,-82.2,9/22/2006
Geneva Shelby County,IN,1,39.4,-85.7,9/22/2006
Smithville,OH,1,40.9,-81.9,9/22/2006
Nahant,MA,1,42.4,-70.9,9/22/2006
Hampton,NH,1,42.9,-70.8,9/22/2006
Overland Park,KS,1,39,-94.7,9/21/2006
Lawrence,KS,1,39,-95.2,9/21/2006
State College,PA,1,40.8,-77.8,9/21/2006
Cape Elizabeth,ME,1,43.6,-70.2,9/21/2006
Park Ridge,IL,1,42,-87.8,9/21/2006
Gilgo Beach,NY,1,40.6,-73.4,9/21/2006
Salisbury,MA,1,42.8,-70.9,9/21/2006
Wellsboro,PA,1,41.7,-77.4,9/21/2006
Rochester,VT,1,43.9,-72.8,9/20/2006
Lewistown,MO,1,40.1,-91.8,9/20/2006
Brook Park,OH,1,41.4,-81.8,9/20/2006
Des Moines,IA,1,41.6,-93.6,9/20/2006
Rowan,ON,1,42.6,-80.3,9/20/2006
Rockfish Gap,VA,1,38,-78.9,9/20/2006
Lewistown,PA,1,40.6,-77.6,9/20/2006
Pittsburg,NH,1,45.1,-71.3,9/20/2006
Kansas City,MO,1,39.1,-94.6,9/19/2006
Smithville,OH,1,40.9,-81.9,9/19/2006
Mahogany Rock,NC,1,36.4,-81.1,9/19/2006
Harvey's Knob,VA,1,37.4,-79.7,9/19/2006
Ponca City,OK,1,36.7,-97.1,9/18/2006
Kansas City,MO,1,39.1,-94.6,9/18/2006
Marengo,IA,1,41.8,-92.1,9/18/2006
Tuscola,IL,1,39.8,-88.3,9/18/2006
Shawnee Mission,KS,1,39,-94.7,9/18/2006
Kansas City,MO,1,39.1,-94.6,9/18/2006
north royalton,OH,1,41.3,-81.7,9/17/2006
Kansas City,MO,1,39.1,-94.6,9/17/2006
Cat Rock Mountain,VA,100,37.8,-79,9/17/2006
Georgia,VT,1,44.4,-73,9/17/2006
Lexington,MA,1,42.4,-71.2,9/17/2006
Urbana,IL,1,40.1,-88.2,9/17/2006
Macon,IL,1,39.7,-88.9,9/16/2006
New York,NY,1,40.7,-74,9/16/2006
Lawrence,KS,1,39,-95.2,9/16/2006
Monroe City,MO,1,39.6,-91.7,9/16/2006
swannanoa,NC,1,35.6,-82.4,9/16/2006
Mentor,OH,1,41.7,-81.3,9/15/2006
Ottumwa,IA,1,41,-92.4,9/15/2006
Cresco,IA,1,43.4,-92.2,9/15/2006
Waynesboro,VA,1,38,-78.9,9/15/2006
Kent,OH,1,41.1,-81.3,9/15/2006
White Heath,IL,1,40.1,-88.5,9/15/2006
Goddard,KS,1,37.6,-97.5,9/15/2006
Lincoln,NE,1,40.8,-96.7,9/14/2006
Prairie City,IA,1,41.6,-93.3,9/13/2006
Oxford,OH,1,39.5,-84.7,9/13/2006
Kalona,IA,1,41.5,-91.7,9/13/2006
Indianapolis,IN,1,39.8,-86.1,9/13/2006
Loda,IL,1,40.5,-88.1,9/11/2006
Point Pelee National Park,ON,1,42,-82.5,9/11/2006
Holiday Beach,ON,1,42.3,-83,9/10/2006
Port Hope,ON,1,44,-78.4,9/9/2006
Athens,IL,1,40,-89.7,9/9/2006
Farmington,NY,1,42.9,-77.3,9/8/2006
Pekin,IL,1,40.5,-89.6,9/8/2006
Toronto,ON,1,43.7,-79.4,9/7/2006
Anna,OH,1,40.4,-84.2,9/7/2006
MontrÈal,QC,1,45.3,-73.4,9/7/2006
greenwood,IN,1,39.6,-86.2,9/7/2006
Bath,NY,1,42.3,-77.3,9/6/2006
Orrville,OH,1,40.9,-81.8,9/6/2006
Irwin,IA,1,41.8,-95.2,9/5/2006
Lyons,NE,1,42,-96.5,9/5/2006
Shawano,WI,1,44.8,-88.6,9/5/2006
canton,OH,1,40.8,-81.4,9/4/2006
Norfolk,NE,1,42,-97.5,9/4/2006
Ravenna,OH,1,41.2,-81.2,9/4/2006
Ada,OH,1,40.8,-83.8,9/3/2006
Lakeville,MN,1,44.6,-93.2,9/2/2006
Bowling Green,OH,1,41.4,-83.7,9/1/2006
Norwich,VT,1,43.8,-72.3,9/1/2006
Hamlin,NY,1,43.3,-77.9,9/1/2006
Bluffton,OH,1,40.9,-83.9,9/1/2006
Camlachie,ON,1,43,-82.2,8/31/2006
Bay City,WI,1,44.6,-92.4,8/31/2006
ecorse,MI,1,42.2,-83.1,8/31/2006
Rochester,NY,1,43.2,-77.6,8/30/2006
Watertown,SD,1,44.9,-97.2,8/30/2006
Waterloo,IN,1,41.5,-85,8/30/2006
Medina,NY,1,43.2,-78.4,8/29/2006
Ransomville,NY,1,43.2,-78.9,8/29/2006
Grand Bend,ON,1,43.3,-81.8,8/29/2006
St. catharines,ON,1,43.1,-79.2,8/28/2006
Long Point,ON,1,42.6,-80.4,8/28/2006
Scottsville,NY,1,43,-77.8,8/28/2006
St Catharines,ON,1,43.1,-79.2,8/27/2006
St. Catharines,ON,1,43.1,-79.2,8/27/2006
Hamilton,ON,1,43.2,-80,8/26/2006
Medina,NY,1,43.2,-78.4,8/26/2006
St. Catharines,ON,1,43.1,-79.2,8/26/2006
Toronto,ON,1,43.7,-79.4,8/26/2006
Williamson,NY,1,43.2,-77.2,8/26/2006
Rochester,NY,1,43.2,-77.6,8/26/2006
Canadian,TX,1,35.9,-100.4,8/25/2006
Johnstown,NY,1,43,-74.4,8/24/2006
Sandbanks,ON,1,43.9,-77.3,8/23/2006
Whitby,ON,1,43.9,-78.9,8/22/2006
Thornton,ON,1,44.3,-79.7,8/21/2006
Port Hope,ON,1,44,-78.4,8/21/2006
Angangueo,MIC,1,19.6,-100.3,12/26/2007
Smith Point Hawk Watch,TX,1,29.5,-94.8,11/4/2007
Saltillo,COA,1,25.4,-101,10/31/2007
Queretaro,QUE,1,20.6,-100.4,10/29/2007
Saint Marks,FL,1,30.2,-84.3,10/29/2007
Saltillo,COA,1,25.4,-101,10/29/2007
Bolivar Peninsula,TX,1,29.4,-94.7,10/29/2007
Saltillo,COA,1,25.4,-101,10/29/2007
Pensacola Beach,FL,1,30.3,-87.1,10/28/2007
Assateague Island,VA,1,37.9,-75.3,10/28/2007
Bryan Beach State Park,TX,1,29.6,-95.3,10/28/2007
Monterrey,NL,1,25.5,-100.4,10/28/2007
Quintana,TX,1,28.9,-95.3,10/28/2007
Panama City,FL,1,30.2,-85.6,10/27/2007
Pensacola Beach,FL,1,30.4,-87,10/27/2007
Crystal Beach,TX,1,29.5,-94.6,10/27/2007
North Padre Island,TX,1,26.8,-97.4,10/27/2007
Port O'Connor,TX,1,28.4,-96.4,10/26/2007
Galveston,TX,1,29.3,-94.8,10/26/2007
Port Lavaca,TX,1,28.5,-96.7,10/26/2007
Port Lavaca,TX,1,28.5,-96.7,10/26/2007
newnan,GA,1,33.4,-84.9,10/26/2007
Bolivar Flats,TX,1,29.4,-94.8,10/26/2007
Matagorda Island,TX,1,28.2,-96.6,10/26/2007
Anahuac,TX,1,29.7,-94.5,10/26/2007
Palacios,TX,1,28.7,-96.1,10/26/2007
Cameron,LA,1,29.8,-93.4,10/26/2007
Galveston,TX,1,29.3,-94.8,10/25/2007
Port O' Conner,TX,1,28.5,-96.4,10/25/2007
Galveston,TX,1,29.3,-94.8,10/25/2007
Portland,TX,1,27.9,-97.3,10/25/2007
Galveston,TX,1,29.3,-94.8,10/25/2007
Athens,GA,1,34,-83.4,10/25/2007
Jamaica Beach,TX,1,29.2,-95,10/25/2007
Houston,TX,1,29.8,-95.4,10/25/2007
Gulf of Mexico,LA,1,28,-93.7,10/25/2007
Galveston,TX,1,29.3,-94.8,10/25/2007
Corpus Christi,TX,1,27.8,-97.4,10/25/2007
Port O'Connor,TX,1,28.4,-96.4,10/25/2007
Galveston,TX,1,29.3,-94.8,10/25/2007
Brazoria,TX,1,29,-95.6,10/25/2007
Port Lavaca,TX,1,28.5,-96.7,10/25/2007
Anahuac,TX,1,29.7,-94.5,10/25/2007
Surfside Beach,TX,1,28.9,-95.3,10/25/2007
Smith Point Hawk Watch,TX,1,29.5,-94.8,10/25/2007
Texas City,TX,1,29.5,-94.9,10/25/2007
Bolivar Peninsula,TX,1,29.5,-94.5,10/25/2007
Odem,TX,1,27.9,-97.6,10/25/2007
Baytown,TX,1,29.8,-94.9,10/25/2007
Bastrop,TX,1,30.2,-97.3,10/24/2007
Corpus Christi,TX,1,27.8,-97.4,10/24/2007
Mission Valley,TX,1,28.9,-97.2,10/24/2007
Edinburg,TX,1,26.3,-98.1,10/24/2007
San Benito,TX,1,26.1,-97.7,10/24/2007
Seabrook,TX,1,29.6,-95,10/24/2007
Port Lavaca Causeway,TX,1,28.7,-96.6,10/24/2007
galveston,TX,1,29.3,-94.8,10/24/2007
Katy,TX,1,29.8,-95.7,10/24/2007
Sabine Pass,TX,1,29.7,-94.2,10/24/2007
Houston,TX,1,29.8,-95.4,10/24/2007
High Island,TX,1,29.5,-94.6,10/24/2007
Port Aransas,TX,1,27.9,-97.1,10/24/2007
Onalaska,TX,1,30.9,-95.2,10/24/2007
Lytle,TX,1,29.2,-98.8,10/23/2007
Arlington,TX,1,32.6,-97.2,10/23/2007
Port Lavaca,TX,1,28.5,-96.7,10/23/2007
Center Point,TX,1,29.9,-99,10/23/2007
Bedias,TX,1,30.7,-95.9,10/23/2007
Cypress,TX,1,30,-95.7,10/23/2007
Monclova,COA,1,26.8,-101.5,10/23/2007
Saltillo,COA,1,25.4,-101,10/22/2007
Mansfield,TX,1,32.6,-97.1,10/21/2007
Fort Worth,TX,1,32.8,-97.3,10/21/2007
Dallas,TX,1,32.8,-96.8,10/21/2007
Alligator Point,FL,1,29.9,-84.5,10/20/2007
Alabama Port,AL,1,30.4,-88.1,10/20/2007
Mc Kinney,TX,1,33.2,-96.6,10/20/2007
Eagle Pass,TX,1,28.6,-100.3,10/20/2007
Eagle Pass,TX,1,28.6,-100.3,10/20/2007
Gulf Shores,AL,1,30.2,-87.7,10/20/2007
AcuÒa,COA,1,29,-101,10/20/2007
Ramos Arizpe,COA,1,25.3,-101,10/20/2007
Guadalupe,NL,1,25.8,-100,10/20/2007
Rancho Aguililla,NL,1,25,-100.6,10/20/2007
Saltillo,COA,1,25.4,-101,10/20/2007
Denton,TX,1,33.2,-97.1,10/19/2007
Rowlett,TX,1,32.9,-96.6,10/19/2007
Mineral Wells,TX,1,32.8,-98.1,10/19/2007
Meridian,MS,1,32.3,-88.6,10/19/2007
Laurel,MS,1,31.7,-89.1,10/19/2007
Denton,TX,1,33.2,-97.1,10/19/2007
Kerrville,TX,1,30,-99.1,10/19/2007
Saltillo,COA,1,25.4,-101,10/19/2007
San Isidro,NL,1,23.6,-100.2,10/19/2007
Cypress,TX,1,30,-95.7,10/18/2007
ardmore,OK,1,34.2,-97.2,10/18/2007
Galeana,NL,1,24.8,-100.1,10/18/2007
Lamadrid,COA,1,27.1,-101.8,10/18/2007
Del Rio,TX,1,29.9,-100.9,10/18/2007
Saltillo,COA,1,25.4,-101,10/18/2007
Sonora,TX,1,30.5,-100.5,10/17/2007
Uvalde,TX,1,29.3,-99.9,10/17/2007
Sonora,TX,1,30.5,-100.5,10/17/2007
Highlands Ranch,CO,1,39.6,-105,10/17/2007
Justin,TX,1,33.1,-97.3,10/16/2007
Norman,OK,1,35.2,-97.5,10/16/2007
Mansfield,TX,1,32.6,-97.1,10/16/2007
Tremont,TN,1,35.6,-83.7,10/16/2007
Chesapeake Bay Bridge,MD,1,37.1,-76,10/16/2007
DeLeon,TX,1,32.3,-99.5,10/15/2007
Rogers,AR,1,36.4,-94,10/15/2007
Hurlburt Field,FL,1,30.4,-86.7,10/14/2007
Candler,NC,1,35.5,-82.7,10/14/2007
Long Beach Island,NJ,1,39.6,-74.2,10/13/2007
Cape May,NJ,1,39,-74.9,10/13/2007
Beach Haven,NJ,1,39.6,-74.2,10/13/2007
Beach Haven Heights,NJ,1,39.5,-74.3,10/13/2007
Sea Girt,NJ,1,40.1,-74,10/13/2007
Midland,TX,1,32,-102.1,10/13/2007
Cleburne,TX,1,32.3,-97.5,10/12/2007
Carolina Beach,NC,1,34,-77.9,10/12/2007
Crowell,TX,1,34,-99.8,10/11/2007
Wilmot,AR,1,33,-91.6,10/11/2007
San Angelo,TX,1,31.6,-100.5,10/11/2007
Dierks,AR,1,34.2,-94,10/11/2007
Woodson,TX,1,33,-99.1,10/11/2007
Clemson,SC,1,34.7,-82.8,10/10/2007
Texarkana,AR,1,33.5,-93.9,10/10/2007
Sallisaw,OK,1,35.5,-94.7,10/10/2007
Lamar,AR,1,35.5,-93.3,10/10/2007
Clarksville,AR,1,35.6,-93.5,10/10/2007
Abilene,TX,1,32.5,-99.7,10/10/2007
San Angelo,TX,1,31.6,-100.5,10/10/2007
Sonora,TX,1,30.5,-100.5,10/10/2007
San Angelo,TX,1,31.6,-100.5,10/10/2007
San Angelo,TX,1,31.6,-100.5,10/9/2007
Tuscola,TX,1,32.2,-99.9,10/9/2007
Farmington,AR,1,36,-94.3,10/9/2007
Hilton Head Island,SC,1,32.2,-80.7,10/9/2007
Broken Arrow,OK,1,36,-95.8,10/8/2007
Norman,OK,1,35.2,-97.5,10/8/2007
Jackson,NJ,1,40.1,-74.4,10/8/2007
Candler,NC,1,35.5,-82.7,10/8/2007
Wichita Falls,TX,1,34,-98.5,10/8/2007
Oklahoma City,OK,1,35.4,-97.5,10/8/2007
San Angelo,TX,1,31.6,-100.5,10/8/2007
Brant Beach,NJ,1,39.6,-74.2,10/8/2007
Saint Louis,VA,1,39,-77.8,10/7/2007
Roanoke,VA,1,37.3,-79.9,10/6/2007
hoboken,NJ,1,40.7,-74,10/6/2007
Cape May,NJ,1,39,-74.9,10/6/2007
"Post,",TX,1,33.2,-101.3,10/5/2007
Milltown,NJ,1,40.4,-74.4,10/5/2007
Little Rock,AR,1,34.7,-92.3,10/4/2007
Lamar,MO,1,37.5,-94.3,10/4/2007
Saint Paul,AR,1,35.9,-93.7,10/4/2007
Monette,AR,1,35.9,-90.3,10/4/2007
Kingfisher,OK,1,35.9,-98,10/3/2007
Ponca City,OK,1,36.7,-97.1,10/3/2007
Harrison,AR,1,36.5,-93.1,10/3/2007
Margate,NJ,1,39.3,-74.5,10/3/2007
